"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"73","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","46","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"74","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","49","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"75","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","52","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"76","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","55","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"77","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","58","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"78","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","61","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"79","1","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","65","12","MethodNamingConventions","The test method name 'testComputeRiskScore_keyBranches' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"80","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","66","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"81","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","67","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"82","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","69","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"83","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","72","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"84","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\CoverageDemoServiceTest.cls","75","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"85","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","1","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"86","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","1","21","StdCyclomaticComplexity","The class 'DeploySmokeCheck' has a Standard Cyclomatic Complexity of 6 (Highest = 12).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"87","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","2","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"88","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","4","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"89","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","14","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"90","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","56","20","StdCyclomaticComplexity","The method 'isIsoZulu' has a Standard Cyclomatic Complexity of 12.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"91","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","56","20","NcssMethodCount","The method 'isIsoZulu()' has an NCSS line count of 55 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"92","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","56","20","CyclomaticComplexity","The method 'isIsoZulu(String)' has a cyclomatic complexity of 13.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"93","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","57","36","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"94","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","57","36","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"95","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","58","35","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"96","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","58","35","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"97","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","61","43","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"98","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","61","43","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"99","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","62","43","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"100","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","62","43","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"101","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","63","45","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"102","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","63","45","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"103","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","64","45","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"104","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","64","45","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"105","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","65","45","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"106","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","65","45","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"107","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","66","35","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"108","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","66","35","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"109","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","70","40","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"110","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","70","40","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"111","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","73","39","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"112","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheck.cls","73","39","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"113","1","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","5","12","MethodNamingConventions","The test method name 'run_defaultMessage_populatesFields' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"114","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","10","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"115","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","11","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"116","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","12","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"117","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","13","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"118","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","14","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"119","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","16","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"120","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","17","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"121","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","19","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"122","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","20","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"123","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","21","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"124","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","22","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"125","1","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","26","12","MethodNamingConventions","The test method name 'run_customMessage_trim_and_truncate' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"126","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","33","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"127","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","38","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"128","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","39","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"129","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","40","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"130","1","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","44","12","MethodNamingConventions","The test method name 'isoZulu_validator_negativeCases_and_exception' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"131","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","45","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"132","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","46","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"133","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","47","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"134","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","48","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"135","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","49","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"136","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","50","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"137","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\DeploySmokeCheckTest.cls","57","13","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"138","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\SmokeTestPingResource.cls","2","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"139","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\SmokeTestPingResource.cls","3","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"140","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\SmokeTestPingResource.cls","12","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"141","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\SmokeTestPingResourceTest.cls","14","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"142","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\SmokeTestPingResourceTest.cls","15","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"143","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\SmokeTestPingResourceTest.cls","16","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"144","3","C:\Users\mukerana\Documents\VS_Code\github_repo\crt_repo\force-app\main\default\classes\SmokeTestPingResourceTest.cls","17","9","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
